Agency,Agency_Type,Distribution_Channel,Product_Name,Duration,Destination,Net_Sales,Commision,Age
2,0,1,9,5,118,13.5,3.38,26
2,0,1,9,56,118,0.0,11.13,38
2,0,1,9,96,118,137.0,34.25,40
2,0,1,9,5,118,13.5,3.38,31
2,0,1,9,9,118,13.5,3.38,69
2,0,1,9,29,118,47.0,11.75,34
2,0,1,9,110,118,53.5,13.38,30
2,0,1,9,6,118,11.5,2.88,27
2,0,1,9,6,118,18.0,4.5,37
2,0,1,9,82,118,161.0,40.25,50
2,0,1,9,17,118,13.5,3.38,34
2,0,1,9,35,118,47.0,11.75,29
2,0,1,9,21,118,47.0,11.75,41
2,0,1,9,20,118,23.5,5.88,47
2,0,1,9,29,118,44.5,11.13,49
2,0,1,9,8,118,17.0,4.25,29
2,0,1,9,34,118,23.5,5.88,26
2,0,1,17,7,118,26.65,6.66,48
2,0,1,17,19,118,32.5,8.13,48
2,0,1,17,27,118,52.65,13.16,87
2,0,1,17,36,118,63.5,15.88,21
2,0,1,17,125,118,33.5,8.38,39
2,0,1,17,6,118,18.5,4.63,37
2,0,1,17,8,118,18.5,4.63,55
2,0,1,17,10,118,41.5,10.38,27
2,0,1,17,17,118,70.85,17.71,23
2,0,1,17,13,118,33.5,8.38,32
2,0,1,17,45,118,18.5,4.63,27
2,0,1,17,16,118,54.5,13.63,26
2,0,1,17,6,118,18.5,4.63,69
2,0,1,17,48,118,18.5,4.63,33
2,0,1,13,72,118,77.35,19.34,29
2,0,1,4,364,118,252.85,63.21,50
2,0,1,4,366,118,252.85,63.21,37
2,0,1,4,368,118,187.85,46.96,27
2,0,1,4,367,118,252.85,63.21,26
2,0,1,4,368,118,389.0,97.25,58
2,0,1,4,382,118,289.0,72.25,51
6,1,1,16,17,139,0.0,17.82,31
6,1,1,16,13,4,79.2,47.52,27
6,1,1,16,49,122,99.0,59.4,49
6,1,1,16,22,4,19.8,11.88,26
6,1,1,16,6,129,29.7,17.82,55
6,1,1,16,6,79,0.0,17.82,31
6,1,1,16,5,129,39.6,23.76,31
6,1,1,16,6,79,29.7,17.82,31
6,1,1,16,4,4,39.6,23.76,31
6,1,1,16,4,129,9.9,5.94,44
6,1,1,16,6,118,0.0,5.94,32
6,1,1,16,44,63,69.3,41.58,47
6,1,1,16,199,40,69.3,41.58,39
6,1,1,16,2,79,9.9,5.94,37
6,1,1,16,37,63,128.7,77.22,46
6,1,1,16,11,4,59.4,35.64,29
6,1,1,16,22,129,39.6,23.76,37
6,1,1,16,155,44,29.7,17.82,51
6,1,1,16,26,125,69.3,41.58,52
6,1,1,16,64,125,69.3,41.58,31
6,1,1,16,136,122,0.0,5.94,31
6,1,1,16,14,57,29.7,17.82,32
6,1,1,16,4,79,29.7,17.82,34
6,1,1,16,8,4,59.4,35.64,46
6,1,1,16,7,4,59.4,35.64,53
6,1,1,16,175,46,49.5,29.7,45
6,1,1,16,40,139,148.5,89.1,45
6,1,1,16,15,4,0.0,23.76,44
6,1,1,16,6,118,9.9,5.94,32
6,1,1,16,195,4,0.0,59.4,48
6,1,1,16,33,125,79.2,47.52,31
6,1,1,16,46,125,89.1,53.46,49
6,1,1,16,8,4,49.5,29.7,49
6,1,1,16,17,139,128.7,77.22,43
6,1,1,16,18,79,29.7,17.82,31
6,1,1,16,29,4,89.1,53.46,25
6,1,1,16,6,139,59.4,35.64,43
6,1,1,16,26,125,69.3,41.58,31
6,1,1,16,8,79,49.5,29.7,31
6,1,1,16,19,61,59.4,35.64,31
6,1,1,16,19,139,29.7,17.82,51
6,1,1,16,32,41,99.0,59.4,42
6,1,1,16,12,40,49.5,29.7,31
7,1,1,1,15,21,22.0,0.0,36
7,1,1,1,9,57,28.0,0.0,40
7,1,1,1,35,53,26.0,0.0,36
7,1,1,1,19,26,39.0,0.0,36
7,1,1,1,10,53,29.0,0.0,36
7,1,1,1,200,23,81.0,0.0,50
7,1,1,1,124,4,112.0,0.0,36
7,1,1,1,24,68,62.0,0.0,36
7,1,1,1,28,133,70.0,0.0,36
7,1,1,1,3,79,20.0,0.0,36
7,1,1,1,163,102,20.0,0.0,36
7,1,1,1,22,63,104.0,0.0,36
7,1,1,1,14,26,34.0,0.0,36
7,1,1,1,10,26,54.0,0.0,36
7,1,1,1,13,53,21.0,0.0,39
7,1,1,1,20,139,112.0,0.0,36
7,1,1,1,91,26,46.0,0.0,36
7,1,1,1,49,79,20.0,0.0,36
7,1,1,1,56,68,26.0,0.0,24
7,1,1,1,26,68,37.0,0.0,36
7,1,1,1,57,79,21.0,0.0,36
7,1,1,1,53,140,23.0,0.0,46
7,1,1,1,52,57,67.0,0.0,36
7,1,1,1,61,90,34.0,0.0,36
7,1,1,1,15,4,56.0,0.0,36
7,1,1,1,14,88,34.0,0.0,36
7,1,1,1,11,129,54.0,0.0,28
7,1,1,1,89,26,93.0,0.0,56
7,1,1,1,58,115,73.0,0.0,36
7,1,1,1,17,56,31.0,0.0,36
7,1,1,10,13,68,46.0,0.0,36
7,1,1,10,1,56,18.0,0.0,32
7,1,1,10,176,102,13.0,0.0,36
7,1,1,10,22,129,13.0,0.0,36
7,1,1,10,2,26,15.0,0.0,36
7,1,1,10,62,88,13.0,0.0,36
7,1,1,10,17,60,60.0,0.0,36
7,1,1,10,12,138,21.0,0.0,36
7,1,1,10,11,86,26.0,0.0,36
7,1,1,10,21,53,16.0,0.0,36
7,1,1,10,3,8,25.0,0.0,36
7,1,1,10,38,44,10.0,0.0,36
7,1,1,10,171,126,19.0,0.0,57
7,1,1,10,39,140,30.0,0.0,59
7,1,1,10,15,26,15.0,0.0,36
7,1,1,10,38,57,11.0,0.0,36
7,1,1,10,28,118,10.0,0.0,20
7,1,1,10,20,140,45.0,0.0,28
7,1,1,10,94,102,16.0,0.0,36
7,1,1,10,83,129,21.0,0.0,36
7,1,1,10,83,129,21.0,0.0,36
7,1,1,10,7,32,44.0,0.0,36
7,1,1,10,63,125,80.0,0.0,36
7,1,1,10,58,79,10.0,0.0,36
7,1,1,10,11,145,18.0,0.0,36
7,1,1,10,47,125,10.0,0.0,36
7,1,1,10,12,140,0.0,0.0,28
7,1,1,10,56,125,13.0,0.0,36
7,1,1,10,10,129,10.0,0.0,36
7,1,1,10,126,37,56.0,0.0,36
7,1,1,10,10,122,80.0,0.0,27
7,1,1,10,19,102,10.0,0.0,36
7,1,1,10,153,102,14.0,0.0,36
7,1,1,10,18,139,71.0,0.0,36
7,1,1,10,55,53,16.0,0.0,36
7,1,1,10,117,23,80.0,0.0,43
7,1,1,10,15,74,27.0,0.0,36
7,1,1,10,71,140,80.0,0.0,54
7,1,1,10,63,140,38.0,0.0,54
7,1,1,10,136,121,61.0,0.0,36
7,1,1,10,49,118,33.0,0.0,36
7,1,1,10,14,57,17.0,0.0,36
7,1,1,10,46,53,29.0,0.0,36
7,1,1,10,50,53,29.0,0.0,36
7,1,1,10,6,118,29.0,0.0,36
7,1,1,10,10,129,12.0,0.0,36
7,1,1,10,25,129,13.0,0.0,36
7,1,1,10,7,4,38.0,0.0,36
7,1,1,10,5,79,16.0,0.0,36
7,1,1,10,83,79,20.0,0.0,44
7,1,1,10,57,56,10.0,0.0,36
7,1,1,10,15,26,19.0,0.0,36
7,1,1,10,8,57,10.0,0.0,36
7,1,1,10,76,140,21.0,0.0,56
7,1,1,10,80,140,13.0,0.0,56
7,1,1,10,41,56,19.0,0.0,36
7,1,1,10,11,23,80.0,0.0,46
7,1,1,10,54,63,45.0,0.0,36
7,1,1,10,18,63,56.0,0.0,36
7,1,1,10,194,53,18.0,0.0,36
7,1,1,10,5,129,27.0,0.0,44
7,1,1,0,15,118,31.0,0.0,36
7,1,1,0,3,56,20.0,0.0,36
7,1,1,0,16,118,25.0,0.0,36
7,1,1,0,15,26,26.0,0.0,36
8,0,1,25,16,56,31.0,12.4,118
8,0,1,25,47,56,31.0,12.4,118
8,0,1,25,1,56,31.0,12.4,118
10,1,1,25,10,57,28.0,10.64,48
12,0,1,25,6,19,15.0,6.0,35
13,0,1,22,19,118,0.71,0.2,48
13,0,1,22,144,118,3.47,0.97,48
13,0,1,22,19,118,0.71,0.2,48
9,0,1,8,43,26,44.0,15.4,24
9,0,1,8,42,88,37.0,12.95,38
9,0,1,8,17,53,22.0,7.7,55
9,0,1,8,8,79,22.0,7.7,46
9,0,1,8,24,88,18.0,6.3,32
9,0,1,8,34,79,30.0,10.5,30
9,0,1,8,14,26,26.0,9.1,49
9,0,1,8,28,26,26.0,9.1,35
9,0,1,8,57,129,22.0,7.7,37
9,0,1,8,94,26,63.0,22.05,50
9,0,1,8,9,53,26.0,9.1,36
9,0,1,8,19,129,33.0,11.55,66
9,0,1,8,7,26,26.0,9.1,31
9,0,1,8,6,79,18.0,6.3,35
9,0,1,8,7,26,22.0,7.7,34
9,0,1,8,20,53,35.0,12.25,46
9,0,1,8,24,102,22.0,7.7,55
9,0,1,8,3,57,18.0,6.3,46
9,0,1,25,188,93,147.0,51.45,70
9,0,1,25,10,68,45.0,15.75,62
9,0,1,25,34,4,147.0,51.45,47
9,0,1,25,26,63,58.0,20.3,43
2,0,1,9,33,118,94.0,23.5,41
2,0,1,9,4,118,18.0,4.5,21
2,0,1,9,55,118,62.0,15.5,36
2,0,1,9,8,118,23.5,5.88,25
2,0,1,9,4,118,13.5,3.38,31
2,0,1,9,21,118,17.0,4.25,31
2,0,1,9,168,118,29.5,7.38,72
2,0,1,9,17,118,34.5,8.63,31
2,0,1,9,61,118,137.0,34.25,36
2,0,1,9,176,118,29.5,7.38,57
2,0,1,9,23,118,29.5,7.38,69
2,0,1,9,39,118,53.5,13.38,28
2,0,1,9,15,118,18.0,4.5,64
2,0,1,9,6,118,18.0,4.5,53
2,0,1,9,4,118,13.5,3.38,51
2,0,1,9,42,118,18.0,4.5,53
2,0,1,9,36,118,40.5,10.13,23
2,0,1,9,147,118,53.5,13.38,34
2,0,1,9,7,118,17.0,4.25,30
2,0,1,9,177,118,34.5,8.63,64
2,0,1,9,8,118,13.5,3.38,30
2,0,1,9,5,118,18.0,4.5,40
2,0,1,9,85,118,138.5,34.63,39
2,0,1,9,48,118,83.5,20.88,24
2,0,1,9,13,118,29.5,7.38,33
2,0,1,9,15,118,17.0,4.25,22
2,0,1,17,61,118,25.0,6.25,44
2,0,1,17,6,118,18.5,4.63,84
2,0,1,17,39,118,93.6,23.4,72
2,0,1,17,63,118,78.5,19.63,33
2,0,1,17,19,118,33.5,8.38,28
2,0,1,17,9,118,18.5,4.63,28
2,0,1,17,10,118,54.5,13.63,43
2,0,1,17,60,118,72.0,18.0,56
2,0,1,17,2,118,15.0,3.75,31
2,0,1,17,4,118,15.0,3.75,88
2,0,1,17,25,118,78.5,19.63,28
2,0,1,17,32,118,72.0,18.0,37
2,0,1,13,4,118,27.0,6.75,15
2,0,1,13,42,118,112.5,28.13,37
2,0,1,13,28,118,27.0,6.75,42
2,0,1,4,374,118,187.85,46.96,49
2,0,1,4,367,118,187.85,46.96,30
2,0,1,4,406,118,252.85,63.21,63
2,0,1,4,368,118,252.85,63.21,29
2,0,1,3,385,118,389.35,97.34,55
6,1,1,16,11,102,49.5,29.7,40
6,1,1,16,40,79,19.8,11.88,47
6,1,1,16,34,129,49.5,29.7,50
6,1,1,16,86,93,99.0,59.4,57
6,1,1,16,4,129,29.7,17.82,36
6,1,1,16,14,4,39.6,23.76,55
6,1,1,16,19,4,79.2,47.52,28
6,1,1,16,146,93,138.6,83.16,28
6,1,1,16,6,79,29.7,17.82,31
6,1,1,16,54,125,39.6,23.76,43
6,1,1,16,47,4,39.6,23.76,31
6,1,1,16,43,63,0.0,29.7,41
6,1,1,16,60,59,39.6,23.76,31
6,1,1,16,194,44,99.0,59.4,42
6,1,1,16,169,4,0.0,29.7,60
6,1,1,16,78,139,49.5,29.7,31
6,1,1,16,57,4,29.7,17.82,31
6,1,1,16,30,61,0.0,41.58,51
6,1,1,16,28,129,89.1,53.46,48
6,1,1,16,45,23,99.0,59.4,57
6,1,1,16,121,91,0.0,5.94,31
6,1,1,16,6,129,29.7,17.82,55
6,1,1,16,16,4,59.4,35.64,31
6,1,1,16,6,79,39.6,23.76,31
6,1,1,16,31,139,49.5,29.7,69
6,1,1,16,5,79,0.0,17.82,31
6,1,1,16,24,4,89.1,53.46,26
6,1,1,16,41,79,19.8,11.88,45
6,1,1,16,25,79,19.8,11.88,35
6,1,1,16,25,79,19.8,11.88,34
7,1,1,1,100,139,94.0,0.0,36
7,1,1,1,36,139,112.0,0.0,36
7,1,1,1,15,63,68.0,0.0,36
7,1,1,1,21,21,25.0,0.0,35
7,1,1,1,7,106,20.0,0.0,36
7,1,1,1,47,57,100.0,0.0,36
7,1,1,1,65,93,73.0,0.0,36
7,1,1,1,3,57,53.0,0.0,36
7,1,1,1,25,26,39.0,0.0,36
7,1,1,1,3,21,54.0,0.0,36
7,1,1,1,5,21,26.0,0.0,36
7,1,1,1,17,26,61.0,0.0,36
7,1,1,1,10,118,112.0,0.0,36
7,1,1,1,13,26,21.0,0.0,36
7,1,1,1,57,140,103.0,0.0,29
7,1,1,1,88,26,43.0,0.0,36
7,1,1,1,41,121,68.0,0.0,36
7,1,1,1,42,139,100.0,0.0,36
7,1,1,1,12,26,41.0,0.0,36
7,1,1,1,20,26,32.0,0.0,36
7,1,1,1,10,88,20.0,0.0,36
7,1,1,1,33,57,29.0,0.0,32
7,1,1,1,103,4,83.0,0.0,36
7,1,1,1,42,88,20.0,0.0,36
7,1,1,1,11,53,0.0,0.0,36
7,1,1,1,11,53,98.0,0.0,36
7,1,1,1,46,140,112.0,0.0,40
7,1,1,1,131,140,106.0,0.0,38
7,1,1,1,56,23,112.0,0.0,51
7,1,1,1,131,140,112.0,0.0,38
7,1,1,1,41,26,49.0,0.0,36
7,1,1,1,12,79,20.0,0.0,36
7,1,1,1,31,63,38.0,0.0,36
7,1,1,1,46,140,112.0,0.0,40
7,1,1,1,12,53,28.0,0.0,36
7,1,1,10,169,56,16.0,0.0,36
7,1,1,10,9,79,10.0,0.0,36
7,1,1,10,33,26,34.0,0.0,36
7,1,1,10,123,44,71.0,0.0,36
7,1,1,10,39,140,62.0,0.0,38
7,1,1,10,14,118,10.0,0.0,36
7,1,1,10,33,56,14.0,0.0,36
7,1,1,10,3,56,27.0,0.0,36
7,1,1,10,64,102,101.0,0.0,36
7,1,1,10,39,140,28.0,0.0,41
7,1,1,10,16,140,10.0,0.0,61
7,1,1,10,19,32,80.0,0.0,36
7,1,1,10,20,139,80.0,0.0,36
7,1,1,10,90,118,54.0,0.0,36
7,1,1,10,1,129,10.0,0.0,58
7,1,1,10,27,26,19.0,0.0,36
7,1,1,10,133,26,21.0,0.0,36
7,1,1,10,2,4,10.0,0.0,36
7,1,1,10,14,93,68.0,0.0,36
7,1,1,10,14,93,68.0,0.0,36
7,1,1,10,5,79,17.0,0.0,28
7,1,1,10,3,79,30.0,0.0,36
7,1,1,10,13,57,66.0,0.0,36
7,1,1,10,78,56,20.0,0.0,36
7,1,1,10,51,57,80.0,0.0,55
7,1,1,10,26,118,80.0,0.0,36
7,1,1,10,11,56,22.0,0.0,36
7,1,1,10,55,140,80.0,0.0,27
7,1,1,10,35,57,32.0,0.0,36
7,1,1,10,5,79,15.0,0.0,36
7,1,1,10,38,140,15.0,0.0,61
7,1,1,10,48,145,10.0,0.0,36
7,1,1,10,10,71,19.0,0.0,36
7,1,1,10,41,63,37.0,0.0,36
7,1,1,10,193,129,18.0,0.0,58
7,1,1,10,19,118,18.0,0.0,39
7,1,1,10,111,63,25.0,0.0,36
7,1,1,10,2,118,10.0,0.0,36
7,1,1,10,18,21,10.0,0.0,36
7,1,1,10,109,43,17.0,0.0,36
7,1,1,10,14,68,76.0,0.0,36
7,1,1,0,2,118,21.0,0.0,36
7,1,1,0,5,118,47.0,0.0,35
7,1,1,0,121,142,38.0,0.0,36
7,1,1,0,30,118,22.0,0.0,36
7,1,1,0,6,102,20.0,0.0,36
7,1,1,0,2,79,20.0,0.0,42
7,1,1,0,3,145,20.0,0.0,36
7,1,1,0,5,118,32.0,0.0,36
7,1,1,0,10,118,20.0,0.0,36
8,0,1,25,39,56,31.0,12.4,118
13,0,1,22,11,118,0.64,0.18,48
13,0,1,22,4736,118,0.32,0.09,48
13,0,1,22,18,118,0.71,0.2,48
13,0,1,22,130,118,10.04,2.81,48
9,0,1,8,15,26,35.0,12.25,53
9,0,1,8,48,102,22.0,7.7,30
9,0,1,8,23,129,18.0,6.3,38
9,0,1,8,12,26,35.0,12.25,49
9,0,1,8,154,129,22.0,7.7,60
9,0,1,8,23,53,26.0,9.1,27
9,0,1,8,97,53,0.0,9.1,35
9,0,1,8,8,129,30.0,10.5,50
9,0,1,8,10,26,22.0,7.7,32
9,0,1,8,47,145,18.0,6.3,77
9,0,1,8,37,26,35.0,12.25,39
9,0,1,8,28,26,35.0,12.25,61
9,0,1,8,20,57,18.0,6.3,29
9,0,1,8,3,129,18.0,6.3,49
9,0,1,8,29,129,22.0,7.7,40
9,0,1,8,3,129,18.0,6.3,63
9,0,1,8,6,129,22.0,7.7,59
9,0,1,8,20,26,50.0,17.5,47
9,0,1,25,28,53,58.0,20.3,49
9,0,1,25,19,53,58.0,20.3,27
5,1,0,12,108,129,29.0,9.57,71
9,0,0,8,43,4,83.0,29.05,59
5,1,0,12,128,129,29.0,9.57,70
1,0,1,25,15,90,40.0,14.0,118
2,0,1,9,5,118,18.0,4.5,36
2,0,1,9,61,118,17.0,4.25,45
2,0,1,9,2,118,11.5,2.88,41
2,0,1,9,14,118,13.5,3.38,45
2,0,1,9,95,118,11.5,2.88,33
2,0,1,9,63,118,40.5,10.13,23
2,0,1,9,48,118,50.5,12.63,36
2,0,1,9,49,118,62.0,15.5,30
2,0,1,9,4,118,13.5,3.38,23
2,0,1,9,46,118,13.5,3.38,24
2,0,1,9,16,118,53.5,13.38,67
2,0,1,9,8,118,17.0,4.25,32
2,0,1,9,15,118,29.5,7.38,79
2,0,1,9,8,118,23.5,5.88,37
2,0,1,9,4,118,13.5,3.38,23
2,0,1,9,16,118,23.0,5.75,30
2,0,1,9,8,118,17.0,4.25,33
2,0,1,17,53,118,87.0,21.75,23
2,0,1,17,4,118,15.0,3.75,51
2,0,1,17,59,118,63.5,15.88,31
2,0,1,17,9,118,37.0,9.25,15
2,0,1,17,41,118,116.5,29.13,42
2,0,1,17,17,118,40.5,10.13,62
2,0,1,17,25,118,49.5,12.38,30
2,0,1,17,6,118,18.5,4.63,33
2,0,1,17,11,118,37.0,9.25,50
2,0,1,4,379,118,252.85,63.21,31
2,0,1,4,366,118,252.85,63.21,66
6,1,1,16,41,121,178.2,106.92,39
6,1,1,16,13,129,49.5,29.7,31
6,1,1,16,19,4,69.3,41.58,55
6,1,1,16,12,79,99.0,59.4,29
6,1,1,16,5,5,19.8,11.88,39
6,1,1,16,23,122,69.3,41.58,37
6,1,1,16,19,139,39.6,23.76,31
6,1,1,16,19,61,0.0,35.64,55
6,1,1,16,27,139,29.7,17.82,55
6,1,1,16,11,41,89.1,53.46,44
6,1,1,16,4,61,19.8,11.88,47
6,1,1,16,2,79,19.8,11.88,31
6,1,1,16,19,139,0.0,35.64,31
6,1,1,16,19,139,59.4,35.64,31
6,1,1,16,11,63,0.0,23.76,41
6,1,1,16,122,55,59.4,35.64,33
6,1,1,16,32,4,79.2,47.52,35
6,1,1,16,21,4,9.9,5.94,26
6,1,1,16,39,4,49.5,29.7,36
6,1,1,16,33,4,79.2,47.52,37
6,1,1,16,107,61,178.2,106.92,31
6,1,1,16,11,63,0.0,23.76,41
6,1,1,16,51,29,0.0,59.4,64
6,1,1,16,6,4,49.5,29.7,37
6,1,1,16,151,5,9.9,5.94,29
6,1,1,16,13,129,29.7,17.82,37
6,1,1,16,9,4,69.3,41.58,43
6,1,1,16,8,129,29.7,17.82,35
6,1,1,16,21,23,0.0,5.94,42
6,1,1,16,6,79,29.7,17.82,31
7,1,1,1,28,145,20.0,0.0,36
7,1,1,1,14,21,30.0,0.0,36
7,1,1,1,4,79,32.0,0.0,41
7,1,1,1,37,103,112.0,0.0,36
7,1,1,1,54,56,31.0,0.0,36
7,1,1,1,46,23,44.0,0.0,44
7,1,1,1,28,21,20.0,0.0,36
7,1,1,1,22,26,31.0,0.0,36
7,1,1,1,5,138,112.0,0.0,36
7,1,1,1,26,129,27.0,0.0,41
7,1,1,1,151,63,50.0,0.0,36
7,1,1,1,176,53,25.0,0.0,36
7,1,1,1,56,140,112.0,0.0,30
7,1,1,1,9,26,64.0,0.0,36
7,1,1,1,4,129,31.0,0.0,38
7,1,1,1,131,56,29.0,0.0,36
7,1,1,1,23,129,20.0,0.0,36
7,1,1,1,6,79,21.0,0.0,36
7,1,1,1,6,79,22.0,0.0,36
7,1,1,1,12,79,47.0,0.0,43
7,1,1,1,9,79,31.0,0.0,52
7,1,1,1,67,129,23.0,0.0,36
7,1,1,1,8,79,20.0,0.0,34
7,1,1,1,4,79,32.0,0.0,41
7,1,1,10,14,26,57.0,0.0,36
7,1,1,10,27,88,15.0,0.0,36
7,1,1,10,21,61,80.0,0.0,36
7,1,1,10,4,26,35.0,0.0,36
7,1,1,10,1,56,15.0,0.0,36
7,1,1,10,252,129,10.0,0.0,36
7,1,1,10,32,26,15.0,0.0,36
7,1,1,10,19,26,27.0,0.0,36
7,1,1,10,9,63,37.0,0.0,36
7,1,1,10,6,79,31.0,0.0,36
7,1,1,10,12,56,21.0,0.0,36
7,1,1,10,26,56,20.0,0.0,36
7,1,1,10,26,118,42.0,0.0,36
7,1,1,10,3,129,20.0,0.0,30
7,1,1,10,11,129,29.0,0.0,24
7,1,1,10,1,79,12.0,0.0,36
7,1,1,10,1,145,10.0,0.0,35
7,1,1,10,24,41,80.0,0.0,36
7,1,1,10,131,56,29.0,0.0,36
7,1,1,10,7,63,80.0,0.0,36
7,1,1,10,7,79,10.0,0.0,45
7,1,1,10,60,26,28.0,0.0,36
7,1,1,10,25,133,29.0,0.0,36
7,1,1,10,26,57,15.0,0.0,36
7,1,1,10,12,123,18.0,0.0,36
7,1,1,10,25,133,11.0,0.0,36
7,1,1,10,14,26,80.0,0.0,36
7,1,1,10,57,102,29.0,0.0,36
7,1,1,10,6,19,21.0,0.0,36
7,1,1,10,34,56,10.0,0.0,36
7,1,1,10,16,26,37.0,0.0,36
7,1,1,10,6,118,10.0,0.0,36
7,1,1,10,6,26,43.0,0.0,36
7,1,1,10,80,129,28.0,0.0,44
7,1,1,10,47,4,80.0,0.0,36
7,1,1,10,1,129,10.0,0.0,32
7,1,1,10,7,118,17.0,0.0,36
7,1,1,10,3,118,28.0,0.0,36
7,1,1,10,4,26,19.0,0.0,36
7,1,1,10,110,56,21.0,0.0,36
7,1,1,10,23,102,13.0,0.0,36
7,1,1,10,202,56,40.0,0.0,36
7,1,1,10,10,57,36.0,0.0,47
7,1,1,10,13,26,17.0,0.0,36
7,1,1,10,95,139,63.0,0.0,36
7,1,1,10,10,79,45.0,0.0,56
7,1,1,10,192,53,18.0,0.0,36
7,1,1,10,81,26,20.0,0.0,36
7,1,1,10,13,26,17.0,0.0,36
7,1,1,0,1,71,20.0,0.0,30
7,1,1,0,6,118,21.0,0.0,45
7,1,1,0,1,79,20.0,0.0,36
7,1,1,0,1,118,20.0,0.0,36
7,1,1,0,2,26,20.0,0.0,36
7,1,1,0,16,118,66.0,0.0,36
7,1,1,0,19,93,62.0,0.0,36
8,0,1,25,0,56,31.0,12.4,118
8,0,1,25,5,56,31.0,12.4,118
10,1,1,15,53,91,130.0,49.4,48
10,1,1,15,91,41,111.0,42.18,48
10,1,1,15,36,139,130.0,49.4,48
12,0,1,25,115,19,23.0,9.2,27
12,0,1,25,115,19,23.0,9.2,30
12,0,1,25,2,19,15.0,6.0,36
12,0,1,25,7,19,15.0,6.0,69
9,0,1,8,27,102,22.0,7.7,27
9,0,1,8,74,102,37.0,12.95,36
9,0,1,8,18,79,18.0,6.3,30
9,0,1,8,40,102,22.0,7.7,37
9,0,1,8,33,102,33.0,11.55,34
9,0,1,8,27,57,18.0,6.3,40
9,0,1,8,27,57,18.0,6.3,47
9,0,1,8,59,4,35.0,12.25,33
9,0,1,8,9,129,22.0,7.7,42
9,0,1,8,38,53,26.0,9.1,41
9,0,1,8,20,26,40.0,14.0,52
9,0,1,8,2,26,22.0,7.7,31
9,0,1,8,5,79,22.0,7.7,39
9,0,1,8,101,26,26.0,9.1,70
9,0,1,8,21,53,26.0,9.1,67
9,0,1,8,3,57,18.0,6.3,27
9,0,1,8,33,26,40.0,14.0,47
9,0,1,8,65,129,22.0,7.7,35
9,0,1,25,11,56,58.0,20.3,41
1,0,1,2,24,21,7.55,2.64,48
1,0,1,2,64,21,63.12,22.09,48
2,0,1,9,16,118,28.5,7.13,33
2,0,1,9,7,118,17.0,4.25,56
2,0,1,9,15,118,18.0,4.5,42
2,0,1,9,16,118,18.0,4.5,55
2,0,1,9,3,118,14.95,3.74,22
2,0,1,9,27,118,47.0,11.75,44
2,0,1,9,5,118,13.5,3.38,26
2,0,1,9,20,118,53.5,13.38,22
2,0,1,9,17,118,34.5,8.63,28
2,0,1,9,11,118,23.5,5.88,27
2,0,1,9,6,118,13.5,3.38,60
2,0,1,9,4,118,11.5,2.88,70
2,0,1,9,10,118,23.5,5.88,26
2,0,1,17,38,118,84.5,21.13,87
2,0,1,17,11,118,42.0,10.5,49
2,0,1,17,54,118,116.5,29.13,37
2,0,1,17,3,118,41.0,10.25,61
2,0,1,17,38,118,18.5,4.63,23
2,0,1,17,19,118,63.5,15.88,20
2,0,1,4,421,118,252.85,63.21,27
2,0,1,4,399,118,252.85,63.21,45
2,0,1,4,371,118,252.85,63.21,30
6,1,1,16,3,79,29.7,17.82,48
6,1,1,16,35,139,89.1,53.46,36
6,1,1,16,182,4,0.0,53.46,31
6,1,1,16,53,61,69.3,41.58,55
6,1,1,16,28,44,79.2,47.52,48
6,1,1,16,72,139,79.2,47.52,29
6,1,1,16,78,125,59.4,35.64,29
6,1,1,16,7,129,29.7,17.82,52
6,1,1,16,44,129,29.7,17.82,65
6,1,1,16,192,44,99.0,59.4,31
6,1,1,16,18,79,29.7,17.82,37
6,1,1,16,15,32,19.8,11.88,58
6,1,1,16,4,79,19.8,11.88,39
6,1,1,16,1,139,9.9,5.94,31
6,1,1,16,131,121,39.6,23.76,39
6,1,1,16,29,61,227.7,136.62,45
6,1,1,16,10,102,19.8,11.88,31
6,1,1,16,4,79,29.7,17.82,35
6,1,1,16,11,4,29.7,17.82,33
6,1,1,16,44,54,89.1,53.46,57
6,1,1,16,41,61,138.6,83.16,31
6,1,1,16,12,23,108.9,65.34,53
6,1,1,16,20,139,9.9,5.94,73
6,1,1,16,8,139,59.4,35.64,29
6,1,1,16,9,68,19.8,11.88,47
7,1,1,1,14,26,24.0,0.0,36
7,1,1,1,13,118,20.0,0.0,76
7,1,1,1,7,53,41.0,0.0,36
7,1,1,1,9,102,55.0,0.0,36
7,1,1,1,109,118,38.0,0.0,36
7,1,1,1,6,145,20.0,0.0,29
7,1,1,1,17,118,28.0,0.0,36
7,1,1,1,64,4,42.0,0.0,36
7,1,1,1,15,26,34.0,0.0,36
7,1,1,1,12,56,35.0,0.0,36
7,1,1,1,107,63,49.0,0.0,36
7,1,1,1,135,61,76.0,0.0,36
7,1,1,1,24,88,20.0,0.0,36
7,1,1,1,135,61,76.0,0.0,36
7,1,1,1,15,129,20.0,0.0,36
7,1,1,1,23,145,20.0,0.0,36
7,1,1,1,51,129,20.0,0.0,36
7,1,1,1,6,129,23.0,0.0,70
7,1,1,1,58,91,72.0,0.0,36
7,1,1,1,4,57,31.0,0.0,36
7,1,1,1,6,118,49.0,0.0,29
7,1,1,1,17,129,33.0,0.0,27
7,1,1,1,8,63,0.0,0.0,36
